channelId,categoryTranslated,channelName,description,viewCount,subscriberCount,videoCount,publishedAt,language,country
UCEEO-CqX5OeMlvJIIZmJPkA,Musik,lara marie,"Lara Marie geboren am 28. November 1998 ( Österreich-Argentinische Staatsbürgerin) in Linz hat ihren ersten großen Erfolg als Gewinnerin des „Kiddy Contest 2009“ gefeiert .

Sie singt und sie schreibt Songs mit Unterstützung des Linzer Independent Labels Frogmountain (www.frogmountain.at) und
Drex Records (http://www.drex-records.com/)

LaraMarie spielt in 2 Bands, in einer Bigband (Am Dam Jazz) und in einer Popband
(November 28) mit Ihrem Musikkollegen und fantastischem Pianisten Julian,
mit dem sie auch 2011 bei „Die große Chance“ vertreten war!

Die Texte Ihrer Songs haben Inhalt sowie sie sagt, geschrieben ohne „rosaroten Bullshit“

Internationales Pflaster hat sie auch schon betreten, sie war zu sehen bei der Carmen Nebel Show im ZDF sowie 2013 in der Erfolgsproduktion THE VOICE KIDS im SAT1 , mit knapp 3 Mio. Fernsehzusehern, wo sie Tim Bendzko sowie Henning Wehland ( Die Söhne Mannheims) von Ihrem Talent überzeugte.",5663542,8968,249,2009-06-20 13:00:00,de,AT
UCca4wdY6_pgOei8pBp7_mYw,Reisen und Events,Urbex Tyrol,"We are a team of urban explorers based in Innsbruck Austria. Our project was founded in 2014 and we try to capture everything abandoned or underground. We not only make videos but take pictures as well, if you are interested check out our Facebook page or Instagram for some nice photography.",939455,8958,74,2014-07-24 13:28:43,en,AT
UCzNKQIUV-knaytrW978KVBw,Autos,Moareida Agrar,"Landwirtschaft aus dem Mühl4tel!
-----------------------------------------------------------------------------------------------------------
Wenn die Empfernung passt komm ich gern auf Anfrage vorbei wenn sie Drohnen Bilder wollen :)

Image Videos auf Anfrage!

Geschäftliches an meine E-Mail
mayr.florian16@gmx.at

Ihr könnt mir auch Verbesserungsvorschläge in die Kommentare schreiben.
-----------------------------------------------------------------------------------------------------------
Ich bin 15 Jahre alt!
-----------------------------------------------------------------------------------------------------------
Kamera: 
Gopro Hero 3 Silver
Phantom 3 Standart
Panasonic FZ 82
Samsung Galaxy A5 2016
-----------------------------------------------------------------------------------------------------------
MFG Flo ;)",1421685,8940,76,2014-08-26 18:07:04,de,AT
UC3uK8LJ6MaT-hsMrYPcl9bg,Spiele,Rene Luigikid,"Hallo und herzlich Willkommen in der Plumberhood! Ich bin Luigikid, ein österreichischer Let's Player und habe nun endlich einen deutschen Kanal.
Nachdem ich nun seit über drei Jahren erfolgreich englische Videos auf meinem Main Channel ""Luigikid Gaming"" hochgeladen habe, hab ich mich entschlossen auch in den deutschen Markt zu expandieren!

Uploads kommen vorrübergehend unregelmäßig, bis wir einen geeigneten Schedule haben!

Fan-Post bitte an:
Rene Wurz 
Postfach 0009 
1108 Wien 
Österreich

Life is not a game. It's many games!",232952,8905,73,2016-05-24 13:17:31,de,AT
UCsfd59556jim7eKHpk19O1A,Praktische Tipps & Styling,Randomona,"Hello people! :)

This is the channel of a person who is a bit of an upcycling freak and loves to craft with unusual things!
I especially like to create jewelry and try to use what most people already have at home. 
To me, that's the purpose of DIYs, that you don't have to run to a store to buy pricey supplies.
If you are interested, stay tuned and if you want to subscribe, like or comment, that would be a great support ;)

C u! Randomona",952304,8815,7,2016-07-07 21:01:21,en,AT
UCeI2h7LlBXiSGGrSsYcTMDQ,Unterhaltung,Arlind Hani,"Willkommen auf meinem Kanal Leute ! Sinnlose Videos, die irgendwie zum Lachen animieren. Lachen, was man heutzutage viel öfters machen sollte :D


Albaner,Türke,Deutscher,Österreicher,Mazedonier | Comedy - Unterhaltung - Lachen - Spaß - Gute Laune !!!

Vlogs - Challenges - Kurzvideos - Alltagsgeschichten - Storytime - Spaß - Lachen

Viel Spaß !

Euer Lindi /Arlind :D

Impressum:

EXMGE Network GbR
Jägersteg 10
14532 Kienwerder
Germany

http://exmge.com/?lang=DE",898529,8782,74,2011-03-03 14:50:08,de,AT
UCkgXXNbxYN86cpBwSyD4P8w,Sport,Florian Raggl Golf,"Der Florian Raggl Golf - Channel zeigt Technik Videos, Platz Video Logs, Schläger Checks, News Videos und vieles mehr! Somit seit ihr rund um dem Golfsport immer bestens informiert und könnt anhand der Technik Videos auch euer Golfspiel verbessern!

Mehr Informationen zu Florian Raggl, Fully Qualified PGA Golf Professional, und seinen Trainingsmethoden, erfahrt ihr auf seiner Facebook Seite oder der Homepage (siehe Links weiter unten)!

Für Fragen oder Wünsche, was ihr in den kommenden Videos sehen wollt, schreibt einfach ein Kommentar oder kontaktiert ihn über Social Media:

Facebook: https://www.facebook.com/FlorianRagglGolf
Twitter: https://twitter.com/RagglGolf
Instagram: https://www.instagram.com/florianragglgolf/
Website: https://www.raggl-golf.at/",1175509,8779,143,2015-03-02 21:58:17,de,AT
UC7NTnHmPRtDYJmF-lAmunQw,Musik,Haji jan Dambora,"New afghani dambora and Mahali songs
آهنگ های جدید دمبوره و آهنگ های محلی افغانی",3060388,8778,33,2016-06-17 19:54:44,ar,AT
UCMUhngdnkNK4M3S4tJqgVYg,Leute & Blogs,Mr KaarlTV,Hi.,25205,8757,13,2015-08-05 08:52:09,de,AT
UCevFEQGutLNyKXCPPEcyH9A,Reisen und Events,Urlaub in Österreich,"Österreich bietet nicht nur ein Winterwunderland, sondern ist auch ein Sommerparadies. Auf dem offiziellen Kanal „Urlaub in Österreich“ finden Sie Videos zu vielen unterschiedlichen Themenkategorien. Urlaub in Österreich ist abwechslungsreich und hat für jeden etwas zu bieten.

Zu den Themen Ski und Wintersport, Wandern und Alpen, Seen und Natur, Stadt und Kultur, Familie, Essen und Trinken, Wellness und Radfahren finden Sie Videos auf diesem Channel. Viele weitere Informationen zu Urlaub in Österreich finden Sie unter https://www.austria.info.",9735479,8733,113,2005-10-27 16:03:09,de,AT
UCBjC9nq21z2ixacrAP4mIjw,Tiere,TheriisVlogs,,495558,8689,59,2013-10-27 11:11:41,de,AT
UCzRtTSSJUTFNlyeLIZgDKJQ,Spiele,reallocutus,*Dieser YouTube Kanal dient einer NICHT Kommerziellen Unterhaltung*,9022501,8647,1443,2006-10-24 13:58:25,de,AT
UCGXYZE3v2-ofHL_9Xt6JnJg,Unterhaltung,syzah,"Hey, ich bin Enerqy, auch bekannt als DerEnerqy :)
Hier erwarten euch Videos mit Qualität und Spaß! ❤
Wenn du mich unterstützen willst, teile meine Videos auf soziale Netzwerke und teile deinen Freunden mit, dass es meinen Kanal gibt! :)
Bestätigt",533524,8632,92,2014-06-27 17:59:44,de,AT
UCYwd6v4P6F7YfTdywDRrfnA,Leute & Blogs,LEAP,"Lucas Sendlhofer
instagram: http://www.Instagram.com/lukesendlwalker
www.lukesendlwalker.com",1020670,8612,68,2011-02-05 21:04:03,en,AT
UCsy-Cn_uir5tJ8G8LYO348A,Leute & Blogs,Annika,"Hello ☾ 
Ich bin Annika, und ich werde das Schuljahr 2017/18 in der USA verbringen. 
Ich werde auf diesem Kanal hauptsächlich Videos über mein Auslandsjahr hochladen,
und hoffe so viele wie möglich damit zu erreichen!
Bis dann,und danke dass ihr meinen Kanal besucht habt. :)",346861,8597,47,2017-01-03 19:16:10,de,AT
UCigzpqX9_JNoQSiwW7cLJgw,Unterhaltung,BOSS VIENNA,"Ultimative Soccer Skills Channel!! 

Wir versorgen euch mit unglaublichen Fußball- Tricks, Tutorials, Freestyle, Pannas, Schuhtests und vielem vielem mehr. Es dreht sich alles rund um das Thema Fußball, denn wir wollen den Spaß am (Straßen-) Fußball in Wien und in Österreich wieder zurückbringen. 

Du wirst in Zukunft noch viel von uns hören! 

Schau dir einfach eines unserer Videos an und wenn es dir gefallen hat, würden wir uns über dein Abo freuen.

BOSS VIENNA",1045861,8521,140,2016-03-15 10:22:19,de,AT
UCwkIdkCOPBMSL_3vXDub-TA,Praktische Tipps & Styling,Baum- u. Rebschule Schreiber,"Wir zeigen alles Wichtige für ihre Obstbäume! In regelmäßigen Abständen erläutern wir Themen aus dem Obstbau und zeigen auf, wie man seine Obstbäume richtig pflegt und die besten Erträge erzielt!
Dabei beschränken wir uns nicht nur auf oft behandelten Themen wie Obstbaumschnitt, Pflanzenschutz und Ernte, sonder möchten einen möglichst großen Bereich an relevanten Themen aufarbeiten und mit Ihnen tiefer in die Materie eindringen. 

Sie können uns auch gerne persönlich besuchen und direkt in unseren Obstanlagen lernen! Unsere Obstbaumschnittkurse sind gratis!  http://schreiber-baum.at/baumschule/termine

Nehmen Sie Kontakt mit uns auf: 

Unsere Website: https://www.schreiber-baum.at
E-Mail: dominik@schreiber-baum.at
Unser Onlineshop: http://schreiber-baum.at/webshop/zum-webshop
Baumbestellungen sind auch unter robert@schreiber-baum.at möglich.
Impressum: https://schreiber-baum.at/imprint",1990645,8492,55,2015-05-28 18:08:52,de,AT
UCG1D1tsmbYqMcvRhcitPr0g,Sport,Cionn,"I'm not earn money with youtube videos... why,.. cause I don't want!

But you can get in touch with me for:

- shootings 
- acting 
- shows
- promotion 
- workshops
- consulting 
- events......

on a professional level!


Cionn@gmx.at",867626,8449,58,2006-11-24 23:08:48,en,AT
UCM7lm73ACbF2RfPCee9q5hg,Wissenschaft & Technik,KOLLEKTIV,"Willkommen beim YouTube - Kanal von KOLLEKTIV.org!

""Stell Dir vor es ist Krieg und Keiner geht hin"" - kein Spruch kann besser aufzeigen, daß wir es im ""Kollektiv"" in der Hand haben, die Welt lebenswert und harmoniereich zu gestalten.

Die Plattform www.kollektiv.org möchte genau dieses ermöglichen. Mittels der seit 2008 stattfindenden, grenzwissenschaftlichen Kongressen wurde in Österreich ein Fixpunkt geschaffen, bei welchem sich Querdenker und kreative Freigeister mit Forschern und Autoren austauschen und entwickeln können. 

Bewusstsein ist das große Schlagwort Aller geworden, welche einem neuen und vor Allem friedvollen Zeitalter die Türe öffenen möchten. ""Wie im Innen, so auch Außen"", jeder kann etwas bewirken und ist Teil einer Weltgemeinschaft, die sich im totalen Umbruch befindet.

Kollektiv.org möchte diesen udiesen umfassenden Wandel unterstützen und bewusstseinsfördernde Themen publik machen. 

KOLLEKTIV.org  - es geht ums Ganze",2562421,8424,278,2009-04-02 10:02:46,de,AT
UCHaFR8xdsIGXGeLndDH7bcg,Unterhaltung,PETONI,Videos über jeden Blödsinn den man sich nur vorstellen kann.,687779,8413,9,2018-02-21 15:54:05,de,AT
UCBZIz47hoUrV_QHeqeq5JWg,Unterhaltung,WavE Music,"Welcome to WavE Music. On this channel you find only the BEST Trap, House, EDM, Trance and a lot more music. This channel is for everyone who loves music/remixes. We upload quality videos every single day. We promote a lot of songs. We hope you enjoy.

Important:
WavE Music is a music promotion channel.
If you are the artist and you have a problem with an upload feel free and contact us on: WavETeamBusiness@gmail.com and we will delete the video as fast as possible.

If you want that we promote your song please contact us on:
WavETeamBusiness@gmail.com

WE PROMOTE THIS ARTISTS:
LIVAIT
Sad Puppy
WE RABBITZ
Xavi
Wave Magnetic
Stefan Nixdorf
D.A.B
Mortheus
and a lot more.

COPYRIGHT NOTICE ©
If you have an issue with me Posting a song or picture contact me at YouTube (EMAIL: WavETeamBusiness@gmail.com). Once I have received your message and determined you are the proper owner of this content I will have it removed. Thank you",1892425,8379,228,2016-04-14 19:11:21,en,AT
UC4togS_NVRmN2LUOn2-7BRA,Spiele,Anja Firepaw,"✨Hello and welcome to my channel!✨


You will find videos about the game Star Stable Online here mostly! Feel free to commemt, like & subscribe

✨Server 1 Winterstar [GER]
✨Instagram: @anja_firepaw
✨Level 19, 23 horses
✨record: Bandicam & fraps
✨edit: Filmora
✨ Pixel Horses



⚠️At the moment you will find some German videos, because my channel is turing ENGLISH!⚠️


Last edited: 28.3.2018",762683,8373,31,2017-05-14 17:11:32,en,AT
UCmC-X62QF0l93_DEU320JCw,Autos,Agrarprofi - Agriculture,"Willkommen auf unserem Kanal!

Hier findest du Landwirtschaftsvideos aller Art!
Wir würden uns sehr über aktive Abonnenten freuen!

Du hast fragen? Sende uns doch eine Nachricht!  

Grüße die Agrarprofi's!",3317142,8325,137,2015-03-14 15:33:23,de,AT
UCK2ApKi_CziXiX9dwO47bQA,Spiele,JustSmoki,"FUN GAMING VIDEOS almost every DAY of the Week! I feature INDIE, FLASH and MAJOR GAMES in a fun and entertaining way! If YOU want to RECOMMEND a GAME for me TO PLAY, you can send me a msg on YOUTUBE or TWITTER!
________________________________________________________
If you want to keep up with everything I'm doing I recommend,
SUBBING my CHANNEL and FOLLOWING me on TWITTER.
________________________________________________________
►All IMPORTANT LINKS are found right under this text. ;)",349283,8282,457,2010-12-29 14:56:52,de,NULL
UCHFs2ZKq-hNB3_QcGjPwG0A,Musik,BEAT ARMY,"BEAT ARMY - |  Hip Hop | Rap |  Trap Instrumentals  - ► Official Youtube Channel◄
Music Producer & Audio Engineer",1458026,8278,181,2015-05-30 16:23:55,de,AT
UCQUENO5TmkBqQYE6coJncRQ,Praktische Tipps & Styling,Husqvarna Austria,"Das ist der offizielle Youtube-Kanal von Husqvarna Austria.
Husqvarna ist der weltweit größte Hersteller von Motorgeräten für Forst & Garten. Das Produktportfolio reicht von Motorsägen, Trimmern, Rasenmähern und Gartentraktoren bis hin zu innovativen Akku-Produkten.
Die Gruppe ist ebenfalls weltweit führend bei Diamant- und Schneidewerkzeugen für die Bau- und Steinindustrie. Der Nettoumsatz im Jahr 2015 betrug EUR 3,8 Mrd., die durchschnittliche Zahl der Beschäftigten lag bei 13.600.

Husqvarna Austria GmbH
Industriezeile 36
4010 Linz
ÖSTERREICH",7947532,8273,77,2010-12-08 12:42:53,de,AT
UCM9eur5wk4SPUqZeRXEWmJA,Unterhaltung,Ofner Der Backprofi,"Hallo meine lieben! Hier findet Ihr einige Videos zum Thema Backen von Brot & Kleingebäck. Die passenden Rezepte sowie Zutaten gibt es auf meiner Webseite.
Leider finde ich nur selten die Zeit, eure Kommentare auf Youtube zu beantworten. Bitte nehmt daher bei dringenden Fragen direkt per E-Mail Kontakt mit mir auf: office@derbackprofi.at",1591583,8248,66,2011-10-21 09:12:43,de,AT
UC4oDgcMftzcOWV1ObJ0wdFw,Leute & Blogs,FurlongForce,"Bei mir könnt ihr euch auf geile Call of Duty Tipps und Tricks, Guides, und hammer Gameplays freuen.


::: PC :::
MEIN GAMING-Equipment: http://bit.ly/1pDW3PQ
WD Caviar Green 3000GB, SATA 6Gb/s
Samsung SSD 840 120GB SATA 6Gb/s
Gigabyte Radeon HD 7970 GHz Edition, 3GB GDDR5, DVI, HDMI, 2x Mini DisplayPort (GV-R797TO-3GD)
LG GH24NS bare schwarz
Super-Flower SF750P14XE Golden Green Pro 80plus gold
Aerocool Mechatron Midi-Tower - schwarz
Intel Core i7-4770K Box, ohne Lüfter, LGA1150
Gigabyte Z87X-D3H, ATX
16GB-Kit Corsair Vengeance Low Profile schwarz PC3-12800U CL10-10-10-27
Noctua NH-D14, Sockel AM2/AM2+/AM3/775/1366/1155/1156
(2x) 24"" (60,96cm) Asus VG Serie VG248QE schwarz 1920x1080 1xHDMI 1.4/1xDVI/1xDP

GESAMTPREIS: 1902,16€ inkl. MwSt


::: Headset :::
Sennheiser Game ZERO (230€)


::: Aufnahmeprogramme :::
OBS, Fraps, Xfire, Dxtory


::: Bearbeitungsprogramme :::
Adobe After Effekts CS6
Adobe Premiere CS6
Camtasia


::: GRAFIK :::
Photoshop CS6",1039610,8194,428,2010-04-18 14:20:10,de,NULL
UCrPPiaItUPEoRgsPmQSwM6A,Spiele,•CriiZz _,"🔥2.KANAL=aimIzzDaxx_🔥

Psn=(aimIzzDaxx)

Echter Name : Phillip 

Komme aus Serbien /wohne in Innsbruck//

🔥DANKE AN DIE DIE MICH ABONNIEREN /🤘🏼LOVE MY FANS ❤️🤘🏼😍💪
🔥
snapchat:king_of21
🔥
Insta: _2k18.__
🔥",1009579,8182,52,2016-08-13 01:40:14,de,AT
UCoZKnhre0zOFfkQmiC8BWKg,Unterhaltung,Pyrofarmer,"Feuerwerkfreaks Willkommen !
1000 Videos in meinem Kanal !!!
Der ETWAS andere Feuerwerks-Kanal !
Von Raketen bis Böller, es wird alles gezündet.
Die Videos sollten nicht nachgemacht werden !!!
Unterwasser, im Schnee, unter der Erde, in der Luft...
Alle neuen Vids sind natürlich in HD ( bei den älteren gab es noch kein HD ;-)
Vergleiche, Test, Fakes, VIEL Schwachsinn, Neuheiten, Raritäten, alles dabei --- Viel Spaß 
Wichtig : Meinen Feuerwerks-Müll nehme ich wieder mit und dieser wird im Hausmüll entsorgt ( außer Konfetti & Leitstäbe ;-)",3113501,8143,1038,2009-08-27 19:46:00,de,AT
UCL7jta-LVSDzZulVVAGur2w,"NA",Roban 3.0,"Es gibt Zeiten in denen Schweigen Verrat ist!
""Die Banken brauchten Geld, also bekamen sie es vom Staat. Der hatte aber selbst kein Geld, also lieh er es sich von den Banken.""

Unser Kanal Thematisiert lediglich. Jeder Videobeitrag ist keine Widerspiegelung persönlicher Meinung. Dies ist ein Videokanal und soll als solches auch gesehen werden.  

UNSACHLICHE KOMMENTARE WERDEN gelöscht
Leider ist es auf Grund von Urheberrechtsverletzung sehr leicht einer Seite wie dieser mal eins auszuwischen oder gar eine Abmahnung zu schicken, in Zeiten von ACTA, SOPA, PIPA, IPRED, INDECT, ELGA und was es noch so alles geben wird sehen wir uns genötigt die Machenschaften von sogenannten Rechtsabteilungen entgegen zu wirken.

Sollten wir wirklich mal Urheberrechte verletzten, reicht in der Regel eine nette Email und wir nehmen den Artikel raus, wer jedoch gleich mit rechtlichen Schritten drohen will, kann dies gerne tun, hierfür bitte an den inhaltlich Verantwortlichen wenden.",2339122,8141,439,2011-10-07 15:21:25,de,AT
UCmQxp2d7UOH6Cz6uH8aBDTQ,Film und Animation,Shilo Michaelis,"Kon'nichiwa und Danke das Du mein Nightcore/Movie bzw. auch seltener weiße AMV Kanal angeklickt hast.
Falls es wer lesen sollte.
Ich mache NIghtcore Movie Videos auch auf Wunsch hin, wo IHR mich in den Kommentaren unter jeden VIdeo fragen könnt.
Natürlich auch mit jeweiligen Vocaloids wenn ihr bestimmte haben möchtet. Ich werde euren Namen in der Beschreibung hinzufügen.
Hoffe ihr hab noch weiteren Spaß an meinen Kanal und hier findet ihr noch weitere Socialmedia Links bezüglich bei Twitter und Proxer.me dort könnt ihr auch eure Wünsche schreiben :D
LG Shilo Michaelis ^^'

Twitter: https://twitter.com/oDarkShine
Proxer.me: http://proxer.me/user/348998/overview#top",4475131,8061,181,2011-11-04 22:53:05,de,AT
UCOl3RmwAuB8WzX50gzyTQgQ,Autos,RaZeCross,"Ready to RaZe?!
________________________________

You like enduro and other motorbikes?
Than check out our channel.
________________________________

Do you want to have some stickers?

message to our facebook-page :)
________________________________

Social-media links:

 - Facebook-page:
https://www.facebook.com/pages/Razecross-Supermoto-Enduro-uvm/645847098815716?ref=bookmarks

 - Instagram: razecross_youtube",1391055,8019,27,2014-03-13 16:25:24,de,AT
UCW6GpkJorBnAgf8-VN6a7ug,Film und Animation,Peter O. Stecher,"Bogenschießen, Bogensport, Pfeil, Bogen, Show, TV, Photo, Film, Langbogen, Selfbogen, Recurvebogen, Compoundbogen, Armbrust, Prepping, Survival, Bogenjagd, Robin Hood, Byron Ferguson, Howard Hill, Bowman Show, archery, promotion, writing, stunt shooting, movies and books. Outdoor Incentive, Outdoor Teambuilding, Teamentwicklung, Outdoortraining, Erlebnispädagogik, Train the Trainer Ausbildung, Weiterbildung Erlebnispädagogik, Ausbildung Erlebnispädagogik, Wildnispädagogik, Wildnistraining, Survivalkurs, Azubitraining, Trainerausbildung, und Erlebnispädagogik Klassenfahrten & Shows.",5648984,8016,177,2010-05-03 06:41:44,en,AT
UCZqnjSwfLHe7nd_lyHTyxqg,Spiele,Sample Text,xd,1146416,7996,183,2013-07-07 18:04:17,de,AT
UCTwXM2GpLQ9dt4pN1X039Bg,Unterhaltung,GM Factory,"Hallo und herzlich Willkommen bei der GM Factory!

Bei uns gibt es alle möglichen Hörspiele bzw. Hörbücher von Geschichten aus Lovecraft's Bibliothek des Schreckens, gelesen von Gregor Schweitzer, und viele weiter sollen folgen!

Bisher veröffentlichte Autoren:

Howard Phillips Lovecraft
August Derleth
Clark Ashton Smith
Hazel Heald
Robert E. Howard
Algernon Blackwood


Unterstütze uns auf Patreon wenn dir unsere Arbeit gefällt!
https://www.patreon.com/gmfactory

Unser Sprecher auf Facebook:
https://www.facebook.com/www.gregorschweitzer.at/",1674471,7973,69,2015-03-18 14:08:08,de,AT
UC1EEOig-TtuVoNRqFzIWo-A,Musik,Games Brothers,"Musik, Mix, Remix, dann seit ihr an der richtigen Stelle !

Mögt ihr auch Games ,dann seit ihr auch richtig !

Mögt ihr auch andere sachen. mhhh, dann dan seit ihr äähhh auch richtig !

2. Kanal: Anime Brothers

Twitch: http://www.twitch.tv/xxgamesbrothersxx/profile
Twitter: https://twitter.com/xXGamesBrother1",2405393,7966,96,2015-02-11 21:39:17,de,AT
UC9syM42MfvbqG0GOQ7PRV4A,Leute & Blogs,Adler King,Всё самое интересное только у нас !,2323863,7944,169,2016-07-27 17:00:41,ru,AT
UCppQRF6f4VE8iJne3sFcsVQ,Spiele,Phil SKS,"Mein Name ist Phil, ich komme aus Graz und hier auf dem Kanal gibt's hauptsächlich FIFA Ultimate Team Content zu sehen! :D",367033,7935,83,2008-12-30 10:21:24,de,AT
UCU8zahr6xMa12SYT5EW5EJg,Spiele,GabsGaming,"2. Kanal von iGabsy

Hier gibts täglich neue Minecraft Videos :)

Täglich kommt ein Part vom Minecraft Lets Play",516358,7913,346,2014-02-14 15:00:17,de,NULL
UCOTSXtlSYwcoa4iHu-XWihA,Sport,JH FISHING,"Actionreiche Angelvideos | Verschiedene Fischarten | Unterschiedliche Gewässer

An jedem 2. Freitag ein neues Video!

Ich heiße Johannes und komme aus Österreich. Seit meinem 4. Lebensjahr beangle ich als Allroundangler verschiedenste Fischarten und diverse Gewässer. Im Sommer 2015 gründete ich diesen YouTube-Kanal mit dem Ziel, anderen Anglern meine Erlebnisse beim Fischen näher zu bringen.

Impressum: siehe Verlinkung zu meiner Webseite",1044306,7908,36,2015-06-02 10:10:01,de,AT
UCPY0VKaBLHAce0YwIw4e7rA,Unterhaltung,TigerArtZ,"Herzlich Willkommen auf meinem Kanal TigerArtz. 
Hier mache ich Hauptsächlich Intros.
Wenn ihr auch ein intro wollt addet mich in skype : tigerartz.official (UNTER 1000 ABOS = 10€)
man sieht sich :D
►NETZWERK : https://unyque.net/
Teamspeak Sponsor : https://www.prepaid-hoster.de/",948132,7894,262,2014-07-10 19:14:02,en,AT
UCIEXPsnKTXtAf5f2s1x-RNg,Musik,Procc23,,3712665,7892,5,2012-02-16 20:31:23,en,AT
UCGazzmHdzd2f0CXGXkpCTdw,NA,daehnemagjeder,"Serwoaaaas 
Manche kennen mich durch meinen Bruder 
Und manche werden mich erst kennenlernen :D
Hoffe wir werden bald ne geile und lustige Zeit miteinander haben ! :)",113598,7881,4,2015-10-19 18:12:07,de,AT
UCsFP6ovibri09TBEJudwlIg,Autos,stbtram,"tube [tju:b] (electrical engineering) Röhre f: the ~ die 'Röhre' f (Fernseher); on the ~ 'in der Glotze'

Worum geht es auf diesem Kanal? 
TV-Beiträge der öffentlich-rechtlichen Anstalten aus Deutschland und Österreich zu den Themen Bahn, Bus, Seilbahnen und öffentlicher Verkehr allgemein, sowie gelegentliche Eigenaufnahmen von Bahnen und Bussen. 

Worum geht es auf diesem Kanal nicht? 
Tagesaktuelle Berichte, bitte dafür bitte die Mediatheken benützen. 

Warum gibt es keine Beiträge des Schweizer Fernsehens SRG? 
Das Schweizer Fernsehen SRG läßt keinen Upload von TV-Beiträgen zu.

Sind die Uploads auf dieser Seite nicht bloß Clickbaits? 
Nein, der Kanal ist und bleibt werbefrei (außer der Rechteinhaber schaltet Werbung), ich verdiene keinen Cent an Aufrufen.",7808882,7859,3120,2007-07-30 18:28:38,de,NA
UCTcVQmY-NSuZ2YyRZgda0qg,Spiele,IBadDriverI,Walkthrough - Guide - Playstation - Trophy - Gameplay - Platinum - PASSION,1607397,7841,214,2015-08-25 09:35:37,en,AT
UCke2tXJ9iCBW8pNUSneVMYg,Musik,Arlberg09,"Herzlich Willkommen!


Meine Videos stammen vorwiegend aus: Österreich, dem Südtirol, ebenso aus dem Fürstentum Liechtenstein und auch aus Deutschland.

Viel Freude beim durchstöbern wünscht, 


Arlberg09",13242555,7838,441,2009-03-02 19:20:31,de,AT
UCecP0c196xIbEteieMtyOgQ,Musik,kitkathilein,"Ich mache kein S4S. Ich schau mir euren Kanal und eure Videos an und entscheide erst dann, ob ich euch abonniere. Akzeptiert das bitte.
________________________

Quivello Z - 2006 - Capitol I | Quidam de Revel | Cor de la Bryer | Quick Star - Zangersheide
________________________",568202,7836,11,2011-11-20 21:14:48,en,AT
UCAdgEbBE80_z43TcM9JH2-g,Wissenschaft & Technik,mizzistrizzi,,3497261,7774,44,2007-12-27 13:49:48,de,AT
UCrnvp96M8VCE5-6HM2LxStA,Spiele,The New Tasat,"Willkommen auf meinem neuen Unterhaltungskanal
hier seht ihr Pokemon, Harry Potter, Livestreams, und und und

Made in Austria

E-Mail NUR für meine Zuschauer: TheNewTasat@drei.at",1527470,7738,491,2015-01-11 19:36:43,de,AT
UC6ArCce491Nr9c0evxrPbjA,Spiele,NanoBeast,"► My name is NanoBeast, I upload CSGO Highlights, EDM Music & funny moments of various games! ◄
   ★ Twitter: https://twitter.com/Nanobotdrei
   ★ Steam-Group: http://steamcommunity.com/groups/yung-g0dz

►► A like and subscribe helps me a lot! ◄◄",168385,7678,54,2014-05-24 21:15:35,en,AT
UC4OfYN6Y4D4udsQEnIKsYLA,Reisen und Events,Defender Around Europe,"Hallo, wir sind Karin und Daniel!

Begleite uns auf unserer Reise durch Europa. Wir möchten jedes der 46 Länder Europas zumindest einmal befahren - und das mit dem coolest möglichen Fahrzeug, das man für so eine Reise haben kann.

TigerExped:
Und falls ihr etwas von TigerExped bestellen möchtet, könnt ihr das über diesen Link machen, dann gibts ein paar Prozente für uns, und für euch kostet es nicht mehr: https://shop.tigerexped.de/?tigerme=POuZJSPQ0AOwYAXdk64C

Amazon;
Falls ihr vor eurem nächsten Einkauf auf diesen Link klickt bekommen wir Prozente, ganz egal, was ihr kauft :)
https://amzn.to/2L42GZz
___________________________
Hello, we are Karin and Daniel!

Follow us on our journey through Europe. We want to travel to every one of the 46 European countries once - with the coolest possible car one can have for such a journey.",1164584,7676,111,2017-05-05 20:27:00,de,AT
UCXjI83NbzAJwthPm1shmMZw,Unterhaltung,Kaidarkwind,"Hallo Freunde 

Auf meinen Kanal Findet ihr Black Ops 2 Mod Trolling Videos und Livestreams

Sendeplan: Mo-Di-DO von 17:00-19:45
                     FR-SA von 20:00- OpenEnd
Weitere Projekte Sind auf Jedenfall Geplant",322178,7669,198,2013-10-08 15:51:53,de,AT
UCWkl-E1PvwQd7Fwffp4TaLA,Autos,FUELHEAD HD,"Motorsport, Racing, Big Engines, Compilation, Sounds.. Best of.

Subscribe and have fun:)

Instagram:
https://www.instagram.com/fuelhead_hd/",6724416,7662,14,2011-12-16 12:57:44,en,AT
UC2xJQ4GUV9zVrAaYinVmpdQ,Autos,GO! Das Motormagazin,"GO! Das österreichische Motormagazin

Unsere Sendungen am GO! Wochenende:

SAT.1 (Sat.1 Österreich):

Samstag - 17:00

Montag - 17:30

PULS 4 oder 
http://www.puls4.com/go-das-motormagazin

Sonntag - 09:10

Freitag - 10:05

ProSieben MAXX:

Sonntag - 13:55



Die neuesten Autos auf Europas schönsten Straßen.
Die neuesten Trends, Modellvorstellungen und Insider Infos.
Alles über Autos, Motorsport und technischen Gadgets.

www.go-motormagazin.at
www.facebook.com/GO.Das.Motormagazin
www.instagram.com/go.motormagazin/",7707154,7624,924,2014-06-27 14:01:25,de,AT
